"Water Quality Data of Bengaluru lakes for the Month of January- 2024"
""
"STN                            Name Of Monitoring                                                                           Dissolved            Conductivity     BOD     NitrateN   Fecal Coliform   Total Coliform   Fecal Streptococci                         Bicarbonate (HCO3-                      Phenolphthalein Alkalinity                                                             Total Kjeldahl                         Total Hardness   Ca as CaCo3                                                          Total Dissolved Total Suspended                                     Potassium                      Sodium             Ortho Phosphate"
"Use Based Class                        pH                                                                                                Carbonate (CO3-) (mg/L)                      Turbidity (mg/L)                                Total Alkalinity (mg/L)   Chlorides (mg/L)   COD (mg/L)                     Ammonical-N (mg/L)                                  Mg as CaCo3 (mg/L)   Sulphate (mg/L)   Sodium (mg/L)                                     Phosphate (mg/L)   Boron (mg/L)               Fluoride (mg/L)                SAR"
"Code                                Location                                                                                O2 (mg/L)          (&micro;mho/cm)   (mg/L)    (mg/L)     (MPN/100ml)      (MPN/100ml)       (MPN/100ml)                                    ) (mg/L)                                   (mg/L)                                                                        Nitrogen (mg/L)                            (mg/L)          (mg/L)                                                             Solids (mg/L)    Solids (mg/L)                                       (mg/L)                      Percentage               (mg/L)"
""
""
""
"1388   Ulsoor Lake Training Centre Of Fish Breeding               D (Propagation of wild life,fisheries)                       6.2      8.5         340            4        5.8          4800             35000              NA                    32                   100                 22.6                      16                        116                    52              45          1.5(BDL)               0.4                 88             48               40                  14               29              236              30             0.2(BDL)         0.5(BDL)          7         0.2(BDL)           39        1.34     0.05(BDL)"
"2778   River Arkavathi At Tippagondanahalli Reservoir             E (Irrigation, industrial cooling and controlled waste)      0.8      7.4         1212          29         22          46000           350000              350                 3(BDL)                 316                 31.2                   5(BDL)                       316                    224             212           23.53                18.1               420             216              204                 13              108              824              40                0.31          0.5(BDL)         10            0.25            35         2          0.96"
"3589   Madiwala Tank                                              D (Propagation of wild life,fisheries)                        6       7.9         919            4         3           7900             92000              NA                  3(BDL)                 160                  1.7                   5(BDL)                       160                    152             40          1.5(BDL)               0.4                136             72               64                  10               99              614           10(BDL)           0.2(BDL)         0.5(BDL)         60            0.37            60         4          0.36"
"3590   Lalbagh Tank                                               D (Propagation of wild life,fisheries)                       5.1      8.1         585            8         2           4600             9400               NA                  3(BDL)                 116                  16                    5(BDL)                       116                    72              76          1.5(BDL)               0.47                76             36               40               5(BDL)              69              402              20             0.2(BDL)         0.5(BDL)         20            0.26            60         3       0.05(BDL)"
"3591   Kempambudhi Tank                                           E (Irrigation, industrial cooling and controlled waste)      3.1       8          537           17         2           3900             14000              NA                  3(BDL)                 172                  65                    5(BDL)                       172                    32              136             3.4                2.6                160             84               76                  7                38              364              84                0.28          0.5(BDL)         10            0.3             32         1          0.71"
"3592   Yediyur Tank                                               D (Propagation of wild life,fisheries)                       4.5       8          354            8         2           3100             11000              NA                  3(BDL)                  76                  42                    5(BDL)                        76                    28              80          1.5(BDL)               0.49               112             60               52               5(BDL)              32              244              54             0.2(BDL)         0.5(BDL)         12            0.24            35         1          0.49"
"3593   Ulsoor Lake Temple                                         D (Propagation of wild life,fisheries)                       6.3      8.4         350            4        5.95         4600            160000              NA                    24                   108                 22.4                      12                        120                    60              44          1.5(BDL)               0.4                 96             52               44                  14               31              240              28             0.2(BDL)         0.5(BDL)          8         0.2(BDL)           38        1.37     0.05(BDL)"
"3594   Sankey Tank                                                D (Propagation of wild life,fisheries)                       4.5      7.6         543            8        1.8           700             3500               NA                  3(BDL)                 136                  4.7                   5(BDL)                       136                    80              72          1.5(BDL)               0.78               196             104              92                  23               59              388           10(BDL)           0.2(BDL)         0.5(BDL)         13         0.2(BDL)           38        1.8      0.05(BDL)"
"3595   Byrasandra Tank                                            D (Propagation of wild life,fisheries)                       5.5      8.5         847            5       14.42         3300             24000              NA                    40                   240                  6.4                      20                        260                    144             49          1.5(BDL)               0.4                228             116              112                 34               75              592           10(BDL)              0.25          0.5(BDL)         18            0.21            40        2.16        0.68"
"3596   Nayandanahalli Tank                                        D (Propagation of wild life,fisheries)                       5.9      7.4         970            4         17           700             4300               NA                  3(BDL)                 240                  1.9                   5(BDL)                       240                    136             40          1.5(BDL)               0.41               268             140              128                 39               83              660           10(BDL)              0.6           0.5(BDL)          8            0.21            29         2          1.56"
