"Water Quality Data of Bengaluru lakes for the Month of December- 2023"
""
"Total"
"STN    Sampling                                   Name Of Monitoring                                                     Use Based        Dissolved            Conductivity     BOD     NitrateN   Fecal Coliform                 Fecal Streptococci     Carbonate       Bicarbonate    Turbidity              Phenolphthalein                 Total           Chlorides    COD      Total Kjeldahl   Ammonical-N        Total        Ca as CaCo3   Mg as CaCo3   Sulphate   Sodium    Total Dissolved   Total Suspended   Phosphate   Boron      Potassium   Fluoride    Sodium             Ortho Phosphate"
"pH                                                             Coliform                                                                                                                                                                                                                                                                                                                                                         SAR"
"Code    Month                                          Location                                                            Class          O2 (mg/L)          (&micro;mho/cm)   (mg/L)    (mg/L)     (MPN/100ml)                     (MPN/100ml)        (CO3-) (mg/L)   (HCO3-) (mg/L)    (mg/L)                Alkalinity (mg/L)         Alkalinity (mg/L)      (mg/L)     (mg/L)   Nitrogen (mg/L)     (mg/L)      Hardness (mg/L)      (mg/L)        (mg/L)      (mg/L)     (mg/L)    Solids (mg/L)     Solids (mg/L)      (mg/L)    (mg/L)       (mg/L)     (mg/L)    Percentage              (mg/L)"
"(MPN/100ml)"
"ULSOOR LAKE TRAINING"
"1388     Dec                                                                    D (Propagation of wild life,fisheries)                       4.6       8           332           8        1.15          4000          54000              NA               3(BDL)             64           28.2                      5(BDL)                      64                  44       96        1.5(BDL)          0.84             88              52            36           16        46            222               32           0.2(BDL)   0.5(BDL)      13       0.2(BDL)       49        2           0.1"
"CENTRE OF FISH BREEDING"
"RIVER ARKAVATHI AT"
"2778     Dec                                                                    E (Irrigation, industrial cooling and controlled waste)      1.8      7.5         1374           21       5.3          46000          350000             1600             3(BDL)            320            7.1                      5(BDL)                      320                 232     168          10.9             8.6            372              192           180          56        118           952             10(BDL)          0.77     0.5(BDL)      27         0.26         38       2.7          2.1"
"TIPPAGONDANAHALLI RESERVOIR"
""
"3589     Dec      MADIWALA TANK                                                 E (Irrigation, industrial cooling and controlled waste)      3.1      6.8          616           11        2             480          16000              NA               3(BDL)             96             2                       5(BDL)                      96                  92      104        1.5(BDL)          0.91            232              120           112          33        58            425             10(BDL)        0.2(BDL)   0.5(BDL)      29         0.27         32        2        0.05(BDL)"
"3590     Dec      LALBAGH TANK                                                  D (Propagation of wild life,fisheries)                       6.6      8.4          448           6         2            4600          54000              NA                 24              112            8.9                      5(BDL)                      124                 68       56        1.5(BDL)          0.41            236              124           112          8         37            304               12           0.2(BDL)   0.5(BDL)       2          0.4         25       1.04      0.05(BDL)"
"3591     Dec      KEMPAMBUDHI TANK                                              E (Irrigation, industrial cooling and controlled waste)      3.2      7.3          462           15       1.77          2700          24000              NA               3(BDL)            172           39.4                      5(BDL)                      172                 72      121           4.7             3.8            120              64            56           19        37            320               48             0.34     0.5(BDL)       9         0.26         37       1.5          0.94"
"3592     Dec      YEDIYUR TANK                                                  D (Propagation of wild life,fisheries)                       4.7      6.8          271           5        1.04          2700          24000              NA               3(BDL)             60           12.3                      5(BDL)                      60                  40      121        1.5(BDL)          0.76             68              40            28           11        22            186               16           0.2(BDL)   0.5(BDL)       5       0.2(BDL)       39       1.2       0.05(BDL)"
